State	State Code	Year	Race	Gender	Age Group	Population
Alabama	01	2000	Black	Male	15-19 years	52590
Alabama	01	2000	Black	Male	20-24 years	44460
Alabama	01	2000	Black	Male	25-34 years	73126
Alabama	01	2000	Black	Male	35-44 years	79027
Alabama	01	2000	Black	Male	45-54 years	63907
Alabama	01	2000	Black	Male	55-64 years	34242
Alabama	01	2000	Black	Male	65-74 years	23495
Alabama	01	2000	Black	Male	75-84 years	12532
Alabama	01	2000	Black	Male	85+ years	4087
Alabama	01	2000	White	Female	< 1 year	19220
Alabama	01	2000	White	Female	1-4 years	76801
Alabama	01	2000	White	Female	10-14 years	102268
Alabama	01	2000	White	Female	15-19 years	103787
Alabama	01	2000	White	Female	20-24 years	101833
Alabama	01	2000	White	Female	25-34 years	212310
Alabama	01	2000	White	Female	35-44 years	248678
Alabama	01	2000	White	Female	45-54 years	228540
Alabama	01	2000	White	Female	55-64 years	173269
Alabama	01	2000	White	Female	65-74 years	139977
Alabama	01	2000	White	Female	75-84 years	98425
Alabama	01	2000	White	Female	85+ years	38313
Alabama	01	2000	White	Male	< 1 year	20318
Alabama	01	2000	White	Male	1-4 years	80831
Alabama	01	2000	White	Male	5-9 years	106274
Alabama	01	2000	White	Male	10-14 years	109236
Alabama	01	2000	White	Male	15-19 years	109180
Alabama	01	2000	White	Male	20-24 years	104422
Alabama	01	2000	White	Male	25-34 years	219070
Alabama	01	2000	White	Male	35-44 years	250962
Alabama	01	2000	White	Male	45-54 years	224167
Alabama	01	2000	White	Male	55-64 years	160450
Alabama	01	2000	White	Male	65-74 years	115660
Alabama	01	2000	White	Male	75-84 years	60669
Alabama	01	2000	White	Male	85+ years	13800
Alabama	01	2001	Black	Female	< 1 year	9632
Alabama	01	2001	Black	Female	1-4 years	36944
Alabama	01	2001	Black	Female	5-9 years	50191
Alabama	01	2001	Black	Female	10-14 years	52319
Alabama	01	2001	Black	Female	15-19 years	53282
Alabama	01	2001	Black	Female	20-24 years	52554
Alabama	01	2001	Black	Female	25-34 years	86226
Alabama	01	2001	Black	Female	35-44 years	95535
Alabama	01	2001	Black	Female	45-54 years	80051
Alabama	01	2001	Black	Female	55-64 years	44435
Alabama	01	2001	Black	Female	65-74 years	35551
Alabama	01	2001	Black	Female	75-84 years	23660
Alabama	01	2001	Black	Female	85+ years	10521
Alabama	01	2001	Black	Male	< 1 year	9859
Alabama	01	2001	Black	Male	1-4 years	37875
Alabama	01	2001	Black	Male	5-9 years	51481
Alabama	01	2001	Black	Male	10-14 years	54267
Alabama	01	2001	Black	Male	15-19 years	52458
Alabama	01	2001	Black	Male	20-24 years	46527
Alabama	01	2001	Black	Male	25-34 years	71658
Alabama	01	2001	Black	Male	35-44 years	78496
Alabama	01	2001	Black	Male	45-54 years	68049
Alabama	01	2001	Black	Male	55-64 years	35458
Alabama	01	2001	Black	Male	65-74 years	23855
Alabama	01	2001	Black	Male	75-84 years	12708
Alabama	01	2001	Black	Male	85+ years	3887
Alabama	01	2001	White	Female	< 1 year	20106
Alabama	01	2001	White	Female	1-4 years	76222
Alabama	01	2001	White	Female	5-9 years	97530
Alabama	01	2001	White	Female	10-14 years	102736
Alabama	01	2001	White	Female	15-19 years	102347
Alabama	01	2001	White	Female	20-24 years	105537
Alabama	01	2001	White	Female	25-34 years	206360
Alabama	01	2001	White	Female	35-44 years	245601
Alabama	01	2001	White	Female	45-54 years	235076
Alabama	01	2001	White	Female	55-64 years	176604
Alabama	01	2001	White	Female	65-74 years	139783
Alabama	01	2001	White	Female	75-84 years	99407
Alabama	01	2001	White	Female	85+ years	38232
Alabama	01	2001	White	Male	< 1 year	21126
Alabama	01	2001	White	Male	1-4 years	80257
Alabama	01	2001	White	Male	5-9 years	103655
Alabama	01	2001	White	Male	10-14 years	109470
Alabama	01	2001	White	Male	15-19 years	108387
Alabama	01	2001	White	Male	20-24 years	108054
Alabama	01	2001	White	Male	25-34 years	213390
Alabama	01	2001	White	Male	35-44 years	247372
Alabama	01	2001	White	Male	45-54 years	231429
Alabama	01	2001	White	Male	55-64 years	163845
Alabama	01	2001	White	Male	65-74 years	116912
Alabama	01	2001	White	Male	75-84 years	62100
Alabama	01	2001	White	Male	85+ years	14090
Alabama	01	2002	Asian or Pacific Islander	Female	65-74 years	872
Alabama	01	2002	Black	Female	< 1 year	9058
Alabama	01	2002	Black	Female	1-4 years	37203
Alabama	01	2002	Black	Female	5-9 years	49125
Alabama	01	2002	Black	Female	10-14 years	52826
Alabama	01	2002	Black	Female	15-19 years	52792
Alabama	01	2002	Black	Female	20-24 years	53140
Alabama	01	2002	Black	Female	25-34 years	86289
Alabama	01	2002	Black	Female	35-44 years	93778
Alabama	01	2002	Black	Female	45-54 years	83498
Alabama	01	2002	Black	Female	55-64 years	46285
Alabama	01	2002	Black	Female	65-74 years	35403
Alabama	01	2002	Black	Female	75-84 years	23786
Alabama	01	2002	Black	Female	85+ years	10191
Alabama	01	2002	Black	Male	< 1 year	9149
Alabama	01	2002	Black	Male	1-4 years	38255
Alabama	01	2002	Black	Male	5-9 years	50138
Alabama	01	2002	Black	Male	10-14 years	54967
Alabama	01	2002	Black	Male	15-19 years	52313
Alabama	01	2002	Black	Male	20-24 years	47441
Alabama	01	2002	Black	Male	25-34 years	71562
Alabama	01	2002	Black	Male	35-44 years	76959
Alabama	01	2002	Black	Male	45-54 years	70417
Alabama	01	2002	Black	Male	55-64 years	37586
Alabama	01	2002	Black	Male	65-74 years	24042
Alabama	01	2002	Black	Male	75-84 years	12680
Alabama	01	2002	Black	Male	85+ years	3708
Alabama	01	2002	White	Female	< 1 year	19704
Alabama	01	2002	White	Female	1-4 years	76914
Alabama	01	2002	White	Female	5-9 years	96197
Alabama	01	2002	White	Female	10-14 years	103007
Alabama	01	2002	White	Female	15-19 years	101741
Alabama	01	2002	White	Female	20-24 years	106545
Alabama	01	2002	White	Female	25-34 years	203187
Alabama	01	2002	White	Female	35-44 years	241173
Alabama	01	2002	White	Female	45-54 years	235189
Alabama	01	2002	White	Female	55-64 years	185439
Alabama	01	2002	White	Female	65-74 years	139404
Alabama	01	2002	White	Female	75-84 years	99891
Alabama	01	2002	White	Female	85+ years	38054
Alabama	01	2002	White	Male	< 1 year	20285
Alabama	01	2002	White	Male	1-4 years	80838
Alabama	01	2002	White	Male	5-9 years	102229
Alabama	01	2002	White	Male	10-14 years	109191
Alabama	01	2002	White	Male	15-19 years	108386
Alabama	01	2002	White	Male	20-24 years	109113
Alabama	01	2002	White	Male	25-34 years	210711
Alabama	01	2002	White	Male	35-44 years	242919
Alabama	01	2002	White	Male	45-54 years	231551
Alabama	01	2002	White	Male	55-64 years	172968
Alabama	01	2002	White	Male	65-74 years	117297
Alabama	01	2002	White	Male	75-84 years	63518
Alabama	01	2002	White	Male	85+ years	14261
Alabama	01	2003	American Indian or Alaska Native	Female	55-64 years	1260
Alabama	01	2003	Asian or Pacific Islander	Female	55-64 years	1812
Alabama	01	2003	Asian or Pacific Islander	Female	65-74 years	927
Alabama	01	2003	Asian or Pacific Islander	Female	75-84 years	323
Alabama	01	2003	Black	Female	< 1 year	8412
Alabama	01	2003	Black	Female	1-4 years	37069
Alabama	01	2003	Black	Female	5-9 years	47932
Alabama	01	2003	Black	Female	15-19 years	52716
Alabama	01	2003	Black	Female	20-24 years	53692
Alabama	01	2003	Black	Female	25-34 years	86963
Alabama	01	2003	Black	Female	35-44 years	92346
Alabama	01	2003	Black	Female	45-54 years	86382
Alabama	01	2003	Black	Female	55-64 years	48460
Alabama	01	2003	Black	Female	65-74 years	35329
Alabama	01	2003	Black	Female	75-84 years	24165
Alabama	01	2003	Black	Female	85+ years	9671
Alabama	01	2003	Black	Male	< 1 year	8826
Alabama	01	2003	Black	Male	1-4 years	37977
Alabama	01	2003	Black	Male	5-9 years	49083
Alabama	01	2003	Black	Male	10-14 years	55413
Alabama	01	2003	Black	Male	15-19 years	52436
Alabama	01	2003	Black	Male	20-24 years	48845
Alabama	01	2003	Black	Male	25-34 years	71995
Alabama	01	2003	Black	Male	35-44 years	75620
Alabama	01	2003	Black	Male	45-54 years	72746
Alabama	01	2003	Black	Male	55-64 years	39909
Alabama	01	2003	Black	Male	65-74 years	24399
Alabama	01	2003	Black	Male	75-84 years	12620
Alabama	01	2003	Black	Male	85+ years	3438
Alabama	01	2003	White	Female	< 1 year	19466
Alabama	01	2003	White	Female	1-4 years	77225
Alabama	01	2003	White	Female	5-9 years	95716
Alabama	01	2003	White	Female	10-14 years	103002
Alabama	01	2003	White	Female	15-19 years	102069
Alabama	01	2003	White	Female	20-24 years	107010
Alabama	01	2003	White	Female	25-34 years	201956
Alabama	01	2003	White	Female	35-44 years	236690
Alabama	01	2003	White	Female	45-54 years	236986
Alabama	01	2003	White	Female	55-64 years	191883
Alabama	01	2003	White	Female	65-74 years	140055
Alabama	01	2003	White	Female	75-84 years	101121
Alabama	01	2003	White	Female	85+ years	37711
Alabama	01	2003	White	Male	< 1 year	20407
Alabama	01	2003	White	Male	1-4 years	80918
Alabama	01	2003	White	Male	5-9 years	101196
Alabama	01	2003	White	Male	10-14 years	109220
Alabama	01	2003	White	Male	15-19 years	108823
Alabama	01	2003	White	Male	20-24 years	110330
Alabama	01	2003	White	Male	25-34 years	209596
Alabama	01	2003	White	Male	35-44 years	239017
Alabama	01	2003	White	Male	45-54 years	233545
Alabama	01	2003	White	Male	55-64 years	179694
Alabama	01	2003	White	Male	65-74 years	118678
Alabama	01	2003	White	Male	75-84 years	65000
Alabama	01	2003	White	Male	85+ years	14522
Alabama	01	2004	American Indian or Alaska Native	Female	75-84 years	247
Alabama	01	2004	American Indian or Alaska Native	Male	55-64 years	1445
Alabama	01	2004	Asian or Pacific Islander	Male	45-54 years	2357
Alabama	01	2004	Black	Female	< 1 year	8708
Alabama	01	2004	Black	Female	1-4 years	36653
Alabama	01	2004	Black	Female	5-9 years	47538
Alabama	01	2004	Black	Female	10-14 years	53603
Alabama	01	2004	Black	Female	15-19 years	53413
Alabama	01	2004	Black	Female	20-24 years	53535
Alabama	01	2004	Black	Female	25-34 years	88026
Alabama	01	2004	Black	Female	35-44 years	90929
Alabama	01	2004	Black	Female	45-54 years	88895
Alabama	01	2004	Black	Female	55-64 years	51817
Alabama	01	2004	Black	Female	65-74 years	35241
Alabama	01	2004	Black	Female	75-84 years	24033
Alabama	01	2004	Black	Female	85+ years	9482
Alabama	01	2004	Black	Male	< 1 year	8866
Alabama	01	2004	Black	Male	1-4 years	37665
Alabama	01	2004	Black	Male	5-9 years	48401
Alabama	01	2004	Black	Male	10-14 years	55479
Alabama	01	2004	Black	Male	15-19 years	53147
Alabama	01	2004	Black	Male	20-24 years	48854
Alabama	01	2004	Black	Male	25-34 years	72720
Alabama	01	2004	Black	Male	35-44 years	74562
Alabama	01	2004	Black	Male	45-54 years	74432
Alabama	01	2004	Black	Male	55-64 years	42704
Alabama	01	2004	Black	Male	65-74 years	24646
Alabama	01	2004	Black	Male	75-84 years	12454
Alabama	01	2004	Black	Male	85+ years	3389
Alabama	01	2004	White	Female	< 1 year	19788
Alabama	01	2004	White	Female	1-4 years	77457
Alabama	01	2004	White	Female	5-9 years	95307
Alabama	01	2004	White	Female	10-14 years	102733
Alabama	01	2004	White	Female	15-19 years	103044
Alabama	01	2004	White	Female	20-24 years	106929
Alabama	01	2004	White	Female	25-34 years	201299
Alabama	01	2004	White	Female	35-44 years	233451
Alabama	01	2004	White	Female	45-54 years	239477
Alabama	01	2004	White	Female	55-64 years	198134
Alabama	01	2004	White	Female	65-74 years	141161
Alabama	01	2004	White	Female	75-84 years	101199
Alabama	01	2004	White	Female	85+ years	37560
Alabama	01	2004	White	Male	< 1 year	20575
Alabama	01	2004	White	Male	1-4 years	81049
Alabama	01	2004	White	Male	5-9 years	100734
Alabama	01	2004	White	Male	10-14 years	108855
Alabama	01	2004	White	Male	15-19 years	109772
Alabama	01	2004	White	Male	20-24 years	110077
Alabama	01	2004	White	Male	25-34 years	207886
Alabama	01	2004	White	Male	35-44 years	236652
Alabama	01	2004	White	Male	45-54 years	235425
Alabama	01	2004	White	Male	55-64 years	186490
Alabama	01	2004	White	Male	65-74 years	120022
Alabama	01	2004	White	Male	75-84 years	65897
Alabama	01	2004	White	Male	85+ years	14838
Alabama	01	2005	Asian or Pacific Islander	Female	65-74 years	1049
Alabama	01	2005	Black	Female	< 1 year	8600
Alabama	01	2005	Black	Female	1-4 years	36231
Alabama	01	2005	Black	Female	10-14 years	53051
Alabama	01	2005	Black	Female	15-19 years	54231
Alabama	01	2005	Black	Female	20-24 years	53577
Alabama	01	2005	Black	Female	25-34 years	89366
Alabama	01	2005	Black	Female	35-44 years	90180
Alabama	01	2005	Black	Female	45-54 years	90948
Alabama	01	2005	Black	Female	55-64 years	55131
Alabama	01	2005	Black	Female	65-74 years	35434
Alabama	01	2005	Black	Female	75-84 years	24079
Alabama	01	2005	Black	Female	85+ years	9574
Alabama	01	2005	Black	Male	< 1 year	8679
Alabama	01	2005	Black	Male	1-4 years	37317
Alabama	01	2005	Black	Male	5-9 years	48293
Alabama	01	2005	Black	Male	10-14 years	54495
Alabama	01	2005	Black	Male	15-19 years	54522
Alabama	01	2005	Black	Male	20-24 years	48916
Alabama	01	2005	Black	Male	25-34 years	74048
Alabama	01	2005	Black	Male	35-44 years	73733
Alabama	01	2005	Black	Male	45-54 years	76299
Alabama	01	2005	Black	Male	55-64 years	45818
Alabama	01	2005	Black	Male	65-74 years	25305
Alabama	01	2005	Black	Male	75-84 years	12416
Alabama	01	2005	Black	Male	85+ years	3467
Alabama	01	2005	White	Female	< 1 year	20095
Alabama	01	2005	White	Female	1-4 years	77820
Alabama	01	2005	White	Female	5-9 years	95670
Alabama	01	2005	White	Female	10-14 years	101874
Alabama	01	2005	White	Female	15-19 years	104582
Alabama	01	2005	White	Female	20-24 years	106635
Alabama	01	2005	White	Female	25-34 years	200791
Alabama	01	2005	White	Female	35-44 years	231670
Alabama	01	2005	White	Female	45-54 years	242281
Alabama	01	2005	White	Female	55-64 years	204396
Alabama	01	2005	White	Female	65-74 years	142888
Alabama	01	2005	White	Female	75-84 years	101139
Alabama	01	2005	White	Female	85+ years	38486
Alabama	01	2005	White	Male	< 1 year	20994
Alabama	01	2005	White	Male	1-4 years	81327
Alabama	01	2005	White	Male	5-9 years	101263
Alabama	01	2005	White	Male	10-14 years	107885
Alabama	01	2005	White	Male	15-19 years	111467
Alabama	01	2005	White	Male	20-24 years	109789
Alabama	01	2005	White	Male	25-34 years	207085
Alabama	01	2005	White	Male	35-44 years	234481
Alabama	01	2005	White	Male	45-54 years	238988
Alabama	01	2005	White	Male	55-64 years	192360
Alabama	01	2005	White	Male	65-74 years	122529
Alabama	01	2005	White	Male	75-84 years	66956
Alabama	01	2005	White	Male	85+ years	15597
Alabama	01	2006	Asian or Pacific Islander	Female	55-64 years	2462
Alabama	01	2006	Asian or Pacific Islander	Female	65-74 years	1117
Alabama	01	2006	Asian or Pacific Islander	Female	75-84 years	459
Alabama	01	2006	Asian or Pacific Islander	Male	55-64 years	1701
Alabama	01	2006	Black	Female	< 1 year	9019
Alabama	01	2006	Black	Female	1-4 years	35622
Alabama	01	2006	Black	Female	5-9 years	47809
Alabama	01	2006	Black	Female	15-19 years	55678
Alabama	01	2006	Black	Female	20-24 years	53760
Alabama	01	2006	Black	Female	25-34 years	91123
Alabama	01	2006	Black	Female	35-44 years	90157
Alabama	01	2006	Black	Female	45-54 years	93223
Alabama	01	2006	Black	Female	55-64 years	58835
Alabama	01	2006	Black	Female	65-74 years	36082
Alabama	01	2006	Black	Female	75-84 years	24096
Alabama	01	2006	Black	Female	85+ years	9691
Alabama	01	2006	Black	Male	< 1 year	8961
Alabama	01	2006	Black	Male	1-4 years	36611
Alabama	01	2006	Black	Male	5-9 years	49101
Alabama	01	2006	Black	Male	10-14 years	53940
Alabama	01	2006	Black	Male	15-19 years	56160
Alabama	01	2006	Black	Male	20-24 years	49081
Alabama	01	2006	Black	Male	25-34 years	75721
Alabama	01	2006	Black	Male	35-44 years	74031
Alabama	01	2006	Black	Male	45-54 years	78124
Alabama	01	2006	Black	Male	55-64 years	49267
Alabama	01	2006	Black	Male	65-74 years	25870
Alabama	01	2006	Black	Male	75-84 years	12554
Alabama	01	2006	Black	Male	85+ years	3459
Alabama	01	2006	White	Female	< 1 year	20286
Alabama	01	2006	White	Female	1-4 years	77878
Alabama	01	2006	White	Female	5-9 years	97488
Alabama	01	2006	White	Female	10-14 years	101753
Alabama	01	2006	White	Female	15-19 years	106040
Alabama	01	2006	White	Female	20-24 years	105566
Alabama	01	2006	White	Female	25-34 years	201787
Alabama	01	2006	White	Female	35-44 years	230972
Alabama	01	2006	White	Female	45-54 years	246393
Alabama	01	2006	White	Female	55-64 years	210708
Alabama	01	2006	White	Female	65-74 years	145122
Alabama	01	2006	White	Female	75-84 years	101678
Alabama	01	2006	White	Female	85+ years	39379
Alabama	01	2006	White	Male	< 1 year	21463
Alabama	01	2006	White	Male	1-4 years	81438
Alabama	01	2006	White	Male	5-9 years	102918
Alabama	01	2006	White	Male	10-14 years	107655
Alabama	01	2006	White	Male	15-19 years	112893
Alabama	01	2006	White	Male	20-24 years	109925
Alabama	01	2006	White	Male	25-34 years	207154
Alabama	01	2006	White	Male	35-44 years	233999
Alabama	01	2006	White	Male	45-54 years	242960
Alabama	01	2006	White	Male	55-64 years	198176
Alabama	01	2006	White	Male	65-74 years	125827
Alabama	01	2006	White	Male	75-84 years	68242
Alabama	01	2006	White	Male	85+ years	16460
Alabama	01	2007	Asian or Pacific Islander	Female	75-84 years	506
Alabama	01	2007	Asian or Pacific Islander	Female	85+ years	86
Alabama	01	2007	Black	Female	< 1 year	9242
Alabama	01	2007	Black	Female	1-4 years	35756
Alabama	01	2007	Black	Female	5-9 years	47776
Alabama	01	2007	Black	Female	15-19 years	56582
Alabama	01	2007	Black	Female	20-24 years	53646
Alabama	01	2007	Black	Female	25-34 years	92517
Alabama	01	2007	Black	Female	35-44 years	89858
Alabama	01	2007	Black	Female	45-54 years	94625
Alabama	01	2007	Black	Female	55-64 years	62719
Alabama	01	2007	Black	Female	65-74 years	36512
Alabama	01	2007	Black	Female	75-84 years	24042
Alabama	01	2007	Black	Female	85+ years	9717
Alabama	01	2007	Black	Male	< 1 year	9384
Alabama	01	2007	Black	Male	1-4 years	36596
Alabama	01	2007	Black	Male	5-9 years	49267
Alabama	01	2007	Black	Male	10-14 years	52878
Alabama	01	2007	Black	Male	15-19 years	57169
Alabama	01	2007	Black	Male	20-24 years	48873
Alabama	01	2007	Black	Male	25-34 years	76754
Alabama	01	2007	Black	Male	35-44 years	73985
Alabama	01	2007	Black	Male	45-54 years	79306
Alabama	01	2007	Black	Male	55-64 years	52309
Alabama	01	2007	Black	Male	65-74 years	26464
Alabama	01	2007	Black	Male	75-84 years	12563
Alabama	01	2007	Black	Male	85+ years	3488
Alabama	01	2007	White	Female	< 1 year	21106
Alabama	01	2007	White	Female	1-4 years	77846
Alabama	01	2007	White	Female	5-9 years	98645
Alabama	01	2007	White	Female	10-14 years	101576
Alabama	01	2007	White	Female	15-19 years	107337
Alabama	01	2007	White	Female	20-24 years	106121
Alabama	01	2007	White	Female	25-34 years	201731
Alabama	01	2007	White	Female	35-44 years	228870
Alabama	01	2007	White	Female	45-54 years	249100
Alabama	01	2007	White	Female	55-64 years	215768
Alabama	01	2007	White	Female	65-74 years	147941
Alabama	01	2007	White	Female	75-84 years	101208
Alabama	01	2007	White	Female	85+ years	40269
Alabama	01	2007	White	Male	< 1 year	21982
Alabama	01	2007	White	Male	1-4 years	82004
Alabama	01	2007	White	Male	5-9 years	103755
Alabama	01	2007	White	Male	10-14 years	107768
Alabama	01	2007	White	Male	15-19 years	113710
Alabama	01	2007	White	Male	20-24 years	110563
Alabama	01	2007	White	Male	25-34 years	206850
Alabama	01	2007	White	Male	35-44 years	232053
Alabama	01	2007	White	Male	45-54 years	246065
Alabama	01	2007	White	Male	55-64 years	203470
Alabama	01	2007	White	Male	65-74 years	128289
Alabama	01	2007	White	Male	75-84 years	69461
Alabama	01	2007	White	Male	85+ years	17145
Alabama	01	2008	American Indian or Alaska Native	Male	55-64 years	1817
Alabama	01	2008	American Indian or Alaska Native	Male	65-74 years	763
Alabama	01	2008	Asian or Pacific Islander	Female	65-74 years	1276
Alabama	01	2008	Asian or Pacific Islander	Female	75-84 years	538
Alabama	01	2008	Asian or Pacific Islander	Male	55-64 years	1836
Alabama	01	2008	Black	Female	< 1 year	9612
Alabama	01	2008	Black	Female	1-4 years	36563
Alabama	01	2008	Black	Female	5-9 years	47352
Alabama	01	2008	Black	Female	10-14 years	50867
Alabama	01	2008	Black	Female	15-19 years	57601
Alabama	01	2008	Black	Female	20-24 years	53793
Alabama	01	2008	Black	Female	25-34 years	93692
Alabama	01	2008	Black	Female	35-44 years	89481
Alabama	01	2008	Black	Female	45-54 years	95973
Alabama	01	2008	Black	Female	55-64 years	66451
Alabama	01	2008	Black	Female	65-74 years	37424
Alabama	01	2008	Black	Female	75-84 years	24077
Alabama	01	2008	Black	Female	85+ years	10216
Alabama	01	2008	Black	Male	< 1 year	9638
Alabama	01	2008	Black	Male	1-4 years	37379
Alabama	01	2008	Black	Male	10-14 years	52263
Alabama	01	2008	Black	Male	15-19 years	57982
Alabama	01	2008	Black	Male	20-24 years	48771
Alabama	01	2008	Black	Male	25-34 years	78214
Alabama	01	2008	Black	Male	35-44 years	73734
Alabama	01	2008	Black	Male	45-54 years	80120
Alabama	01	2008	Black	Male	55-64 years	55591
Alabama	01	2008	Black	Male	65-74 years	27138
Alabama	01	2008	Black	Male	75-84 years	12769
Alabama	01	2008	Black	Male	85+ years	3563
Alabama	01	2008	White	Female	< 1 year	21340
Alabama	01	2008	White	Female	1-4 years	78894
Alabama	01	2008	White	Female	5-9 years	99065
Alabama	01	2008	White	Female	10-14 years	101888
Alabama	01	2008	White	Female	15-19 years	108461
Alabama	01	2008	White	Female	20-24 years	106808
Alabama	01	2008	White	Female	25-34 years	202361
Alabama	01	2008	White	Female	35-44 years	225810
Alabama	01	2008	White	Female	45-54 years	251274
Alabama	01	2008	White	Female	55-64 years	219036
Alabama	01	2008	White	Female	65-74 years	153105
Alabama	01	2008	White	Female	75-84 years	101312
Alabama	01	2008	White	Female	85+ years	40768
Alabama	01	2008	White	Male	< 1 year	22012
Alabama	01	2008	White	Male	1-4 years	82673
Alabama	01	2008	White	Male	5-9 years	104378
Alabama	01	2008	White	Male	10-14 years	107790
Alabama	01	2008	White	Male	15-19 years	114744
Alabama	01	2008	White	Male	20-24 years	111124
Alabama	01	2008	White	Male	25-34 years	208129
Alabama	01	2008	White	Male	35-44 years	228887
Alabama	01	2008	White	Male	45-54 years	248457
Alabama	01	2008	White	Male	55-64 years	207061
Alabama	01	2008	White	Male	65-74 years	132837
Alabama	01	2008	White	Male	75-84 years	70600
Alabama	01	2008	White	Male	85+ years	17722
Alaska	02	1999	American Indian or Alaska Native	Female	25-34 years	7260
Alaska	02	1999	American Indian or Alaska Native	Female	35-44 years	8030
Alaska	02	1999	American Indian or Alaska Native	Female	45-54 years	5331
Alaska	02	1999	American Indian or Alaska Native	Female	55-64 years	2969
Alaska	02	1999	American Indian or Alaska Native	Female	65-74 years	2011
Alaska	02	1999	American Indian or Alaska Native	Female	75-84 years	901
Alaska	02	1999	American Indian or Alaska Native	Female	85+ years	299
Alaska	02	1999	American Indian or Alaska Native	Male	< 1 year	1079
Alaska	02	1999	American Indian or Alaska Native	Male	15-19 years	5352
Alaska	02	1999	American Indian or Alaska Native	Male	25-34 years	7196
Alaska	02	1999	American Indian or Alaska Native	Male	35-44 years	7888
Alaska	02	1999	American Indian or Alaska Native	Male	45-54 years	5188
Alaska	02	1999	American Indian or Alaska Native	Male	55-64 years	2949
Alaska	02	1999	American Indian or Alaska Native	Male	65-74 years	1754
Alaska	02	1999	American Indian or Alaska Native	Male	75-84 years	681
Alaska	02	1999	American Indian or Alaska Native	Male	85+ years	145
Alaska	02	1999	Asian or Pacific Islander	Female	55-64 years	1101
Alaska	02	1999	Asian or Pacific Islander	Female	75-84 years	294
Alaska	02	1999	Asian or Pacific Islander	Male	65-74 years	442
Alaska	02	1999	Black	Male	65-74 years	216
Alaska	02	1999	White	Female	< 1 year	2919
Alaska	02	1999	White	Female	25-34 years	31644
Alaska	02	1999	White	Female	35-44 years	43693
